player,team,stat_type,line_score,official
Naz Reid,MIN,Turnovers,1.5,True
Naz Reid,MIN,Two Pointers Attempted,3.5,True
Naz Reid,MIN,Pts+Rebs+Asts,14.5,False
Naz Reid,MIN,PTS,9.5,False
Naz Reid,MIN,Pts+Rebs,24.5,False
Naz Reid,MIN,FG Attempted,7.5,True
Naz Reid,MIN,Pts+Rebs,17.5,False
Naz Reid,MIN,Blocked Shots,1.5,True
Naz Reid,MIN,3-PT Made,0.5,False
Naz Reid,MIN,PTS,17.5,False
Naz Reid,MIN,Pts+Asts,14.5,False
Naz Reid,MIN,Pts+Rebs,11.5,False
Naz Reid,MIN,PTS,7.5,False
Naz Reid,MIN,AST,1.5,False
Naz Reid,MIN,Pts+Asts,9.5,False
Naz Reid,MIN,PTS,14.5,True
Naz Reid,MIN,Blocked Shots,0.5,False
Naz Reid,MIN,Pts+Asts,11.5,True
Naz Reid,MIN,REB,5.5,False
Naz Reid,MIN,REB,4.5,False
Naz Reid,MIN,AST,3.5,False
Naz Reid,MIN,Pts+Rebs+Asts,17.5,False
Naz Reid,MIN,Personal Fouls,3.0,True
Naz Reid,MIN,Rebs+Asts,9.5,False
Naz Reid,MIN,REB,9.5,False
Naz Reid,MIN,REB,8.5,False
Naz Reid,MIN,Steals,1.5,True
Naz Reid,MIN,Fantasy Score,21.0,True
Naz Reid,MIN,3-PT Made,3.5,False
Naz Reid,MIN,Pts+Rebs+Asts,19.5,True
Naz Reid,MIN,3-PT Made,2.5,True
Naz Reid,MIN,Pts+Rebs,18.5,True
Naz Reid,MIN,Rebs+Asts,11.5,True
Naz Reid,MIN,Pts+Asts,7.5,False
Naz Reid,MIN,Pts+Rebs+Asts,24.5,False
Naz Reid,MIN,REB,7.5,True
Naz Reid,MIN,Pts+Rebs,15.5,False
Naz Reid,MIN,Steals,0.5,False
Naz Reid,MIN,3-PT Made,1.5,False
Naz Reid,MIN,Pts+Asts,19.5,False
Naz Reid,MIN,PTS,19.5,False
Naz Reid,MIN,3-PT Attempted,4.5,True
Naz Reid,MIN,Pts+Rebs,19.5,False
Naz Reid,MIN,AST,2.5,True
Luguentz Dort,OKC,3-PT Made,1.5,False
Luguentz Dort,OKC,Blocked Shots,0.5,True
Luguentz Dort,OKC,AST,1.5,True
Luguentz Dort,OKC,Pts+Asts,7.5,False
Luguentz Dort,OKC,Rebs+Asts,7.5,True
Luguentz Dort,OKC,PTS,5.5,False
Luguentz Dort,OKC,AST,2.5,False
Luguentz Dort,OKC,Pts+Asts,8.5,False
Luguentz Dort,OKC,Pts+Rebs+Asts,12.0,False
Luguentz Dort,OKC,Fantasy Score,17.0,True
Luguentz Dort,OKC,Pts+Rebs,9.5,False
Luguentz Dort,OKC,Steals,0.5,False
Luguentz Dort,OKC,3-PT Made,2.5,True
Luguentz Dort,OKC,PTS,11.5,True
Luguentz Dort,OKC,Steals,1.5,True
Luguentz Dort,OKC,FG Made,2.5,True
Luguentz Dort,OKC,Pts+Rebs+Asts,14.5,True
Luguentz Dort,OKC,Steals,2.5,False
Luguentz Dort,OKC,Pts+Rebs,12.5,True
Luguentz Dort,OKC,REB,5.5,False
Luguentz Dort,OKC,Pts+Rebs,7.5,False
Luguentz Dort,OKC,Pts+Asts,11.5,True
Luguentz Dort,OKC,Rebs+Asts,4.5,False
Luguentz Dort,OKC,REB,2.5,False
Luguentz Dort,OKC,Turnovers,0.5,True
Luguentz Dort,OKC,Personal Fouls,3.0,True
Luguentz Dort,OKC,Pts+Rebs+Asts,19.5,False
Luguentz Dort,OKC,REB,4.5,True
Luguentz Dort,OKC,PTS,14.5,False
Luguentz Dort,OKC,Pts+Asts,14.5,False
Luguentz Dort,OKC,Pts+Rebs+Asts,9.5,False
Luguentz Dort,OKC,Pts+Rebs,10.5,False
Luguentz Dort,OKC,Pts+Rebs,19.5,False
Luguentz Dort,OKC,PTS,9.5,False
Luguentz Dort,OKC,Pts+Rebs,14.5,False
Luguentz Dort,OKC,3-PT Made,3.5,False
Luguentz Dort,OKC,AST,0.5,False
Kenrich Williams,OKC,Pts+Rebs,4.5,False
Kenrich Williams,OKC,Pts+Rebs,9.5,False
Kenrich Williams,OKC,Pts+Rebs+Asts,9.5,True
Kenrich Williams,OKC,PTS,5.5,True
Kenrich Williams,OKC,Rebs+Asts,2.5,True
Kenrich Williams,OKC,Pts+Rebs,5.0,True
Kenrich Williams,OKC,3-PT Made,1.5,True
Kenrich Williams,OKC,Turnovers,0.5,True
Kenrich Williams,OKC,3-PT Made,0.5,False
Kenrich Williams,OKC,Steals,0.5,True
Kenrich Williams,OKC,REB,3.5,True
Kenrich Williams,OKC,PTS,7.5,False
Kenrich Williams,OKC,REB,4.5,False
Kenrich Williams,OKC,REB,2.5,False
Kenrich Williams,OKC,Pts+Rebs+Asts,4.5,False
Kenrich Williams,OKC,PTS,4.5,False
Kenrich Williams,OKC,Pts+Rebs+Asts,14.5,False
Kenrich Williams,OKC,REB,1.5,False
Kenrich Williams,OKC,Pts+Asts,3.5,True
Jaden McDaniels,MIN,Pts+Rebs+Asts,14.5,False
Jaden McDaniels,MIN,Pts+Asts,9.5,False
Jaden McDaniels,MIN,PTS,19.5,False
Jaden McDaniels,MIN,PTS,14.5,False
Jaden McDaniels,MIN,Fantasy Score,26.0,True
Jaden McDaniels,MIN,FG Made,5.0,True
Jaden McDaniels,MIN,Personal Fouls,3.5,True
Jaden McDaniels,MIN,Steals,1.5,True
Jaden McDaniels,MIN,Rebs+Asts,7.0,False
Jaden McDaniels,MIN,PTS,9.5,False
Jaden McDaniels,MIN,Pts+Asts,14.5,True
Jaden McDaniels,MIN,3-PT Made,0.5,False
Jaden McDaniels,MIN,PTS,17.5,False
Jaden McDaniels,MIN,Rebs+Asts,7.5,False
Jaden McDaniels,MIN,REB,4.5,False
Jaden McDaniels,MIN,Pts+Rebs+Asts,29.5,False
Jaden McDaniels,MIN,Pts+Rebs,14.5,False
Jaden McDaniels,MIN,Pts+Rebs,18.0,True
Jaden McDaniels,MIN,Rebs+Asts,11.5,False
Jaden McDaniels,MIN,Pts+Rebs,19.5,False
Jaden McDaniels,MIN,Pts+Rebs+Asts,20.0,False
Jaden McDaniels,MIN,Pts+Rebs+Asts,24.5,True
Jaden McDaniels,MIN,REB,5.5,False
Jaden McDaniels,MIN,AST,3.5,True
Jaden McDaniels,MIN,REB,9.5,False
Jaden McDaniels,MIN,PTS,12.5,True
Jaden McDaniels,MIN,AST,2.5,False
Jaden McDaniels,MIN,REB,3.5,False
Jaden McDaniels,MIN,3-PT Made,1.5,True
Jaden McDaniels,MIN,Blocked Shots,0.5,False
Jaden McDaniels,MIN,PTS,8.5,False
Jaden McDaniels,MIN,Pts+Asts,11.5,False
Jaden McDaniels,MIN,Rebs+Asts,9.5,True
Jaden McDaniels,MIN,Steals,0.5,False
Jaden McDaniels,MIN,Steals,2.5,False
Jaden McDaniels,MIN,Dunks,0.5,True
Jaden McDaniels,MIN,3-PT Made,2.5,False
Jaden McDaniels,MIN,Blocked Shots,1.5,True
Jaden McDaniels,MIN,REB,7.5,True
Jaden McDaniels,MIN,Two Pointers Attempted,6.5,True
Jaden McDaniels,MIN,REB,8.5,False
Jaden McDaniels,MIN,PTS,11.5,False
Jaden McDaniels,MIN,Pts+Rebs,16.5,False
Jaden McDaniels,MIN,Pts+Rebs,24.5,False
Jaden McDaniels,MIN,3-PT Attempted,4.5,True
Jaden McDaniels,MIN,Free Throws Made,1.5,True
Jaden McDaniels,MIN,Pts+Asts,19.5,False
Jaden McDaniels,MIN,FG Attempted,11.0,True
Jalen Williams,OKC,Pts+Rebs+Asts,44.5,False
Jalen Williams,OKC,Pts+Rebs+Asts,39.5,False
Jalen Williams,OKC,PTS,28.5,False
Jalen Williams,OKC,REB,4.5,False
Jalen Williams,OKC,Steals,0.5,False
Jalen Williams,OKC,Pts+Rebs,26.5,False
Jalen Williams,OKC,AST,6.5,False
Jalen Williams,OKC,FG Made,8.0,True
Jalen Williams,OKC,Pts+Rebs+Asts,29.5,False
Jalen Williams,OKC,AST,5.0,False
Jalen Williams,OKC,Rebs+Asts,13.5,False
Jalen Williams,OKC,PTS,29.5,False
Jalen Williams,OKC,PRA In First 5 Minutes,4.0,True
Jalen Williams,OKC,Pts+Asts,29.5,False
Jalen Williams,OKC,Rebs+Asts,8.5,False
Jalen Williams,OKC,Rebs+Asts,9.5,False
Jalen Williams,OKC,Pts+Asts,28.5,True
Jalen Williams,OKC,Rebs+Asts,11.0,True
Jalen Williams,OKC,3-PT Made,2.5,False
Jalen Williams,OKC,Pts+Rebs+Asts,31.5,False
Jalen Williams,OKC,Pts+Rebs,27.5,False
Jalen Williams,OKC,PTS,19.5,False
Jalen Williams,OKC,PTS,18.5,False
Jalen Williams,OKC,3-PT Attempted,5.5,True
Jalen Williams,OKC,Fantasy Score,42.0,True
Jalen Williams,OKC,Free Throws Made,3.5,True
Jalen Williams,OKC,Pts+Rebs,39.5,False
Jalen Williams,OKC,Two Pointers Made,6.5,True
Jalen Williams,OKC,Two Pointers Attempted,12.5,True
Jalen Williams,OKC,FG Attempted,18.0,True
Jalen Williams,OKC,Pts+Rebs,24.5,False
Jalen Williams,OKC,Points In First 5 Minutes,2.5,True
Jalen Williams,OKC,Pts+Rebs,29.5,True
Jalen Williams,OKC,Rebs+Asts,10.5,False
Jalen Williams,OKC,Steals,2.5,True
Jalen Williams,OKC,Pts+Rebs+Asts,33.0,True
Jalen Williams,OKC,REB,6.5,True
Jalen Williams,OKC,Free Throws Attempted,4.5,True
Jalen Williams,OKC,Pts+Rebs,34.5,False
Jalen Williams,OKC,Turnovers,1.5,True
Jalen Williams,OKC,Pts+Asts,25.5,False
Jalen Williams,OKC,Blocked Shots,0.5,False
Jalen Williams,OKC,Pts+Rebs+Asts,34.5,False
Jalen Williams,OKC,Pts+Asts,24.5,False
Jalen Williams,OKC,PTS,24.5,False
Jalen Williams,OKC,Pts+Asts,34.5,False
Jalen Williams,OKC,REB,7.5,False
Jalen Williams,OKC,REB,8.5,False
Jalen Williams,OKC,PTS,17.5,False
Jalen Williams,OKC,REB,6.0,False
Jalen Williams,OKC,PTS,22.0,True
Jalen Williams,OKC,AST,5.5,True
Jalen Williams,OKC,AST,3.5,False
Jalen Williams,OKC,AST,4.5,False
Jalen Williams,OKC,AST,7.5,False
Jalen Williams,OKC,Rebs+Asts,14.5,False
Jalen Williams,OKC,Pts+Rebs+Asts,30.5,False
Jalen Williams,OKC,Pts+Asts,27.0,False
Jalen Williams,OKC,3-PT Made,3.5,True
Jalen Williams,OKC,Blocked Shots,1.5,True
Rudy Gobert,MIN,PTS,7.0,True
Rudy Gobert,MIN,PTS,5.5,False
Rudy Gobert,MIN,Pts+Asts,7.5,False
Rudy Gobert,MIN,REB,5.5,False
Rudy Gobert,MIN,Pts+Rebs,13.5,False
Rudy Gobert,MIN,REB,7.5,False
Rudy Gobert,MIN,Defensive Rebounds,5.0,True
Rudy Gobert,MIN,Pts+Rebs+Asts,17.0,True
Rudy Gobert,MIN,Pts+Rebs+Asts,24.5,False
Rudy Gobert,MIN,Pts+Rebs,19.5,False
Rudy Gobert,MIN,Pts+Rebs+Asts,11.5,False
Rudy Gobert,MIN,Rebs+Asts,14.5,False
Rudy Gobert,MIN,Pts+Rebs,24.5,False
Rudy Gobert,MIN,Blocked Shots,0.5,False
Rudy Gobert,MIN,Rebs+Asts,11.5,True
Rudy Gobert,MIN,PTS,4.5,False
Rudy Gobert,MIN,Steals,1.5,True
Rudy Gobert,MIN,AST,0.5,False
Rudy Gobert,MIN,Pts+Asts,14.5,False
Rudy Gobert,MIN,Blocked Shots,1.5,True
Rudy Gobert,MIN,REB,8.0,True
Rudy Gobert,MIN,Blocked Shots,2.5,False
Rudy Gobert,MIN,Pts+Rebs,14.5,False
Rudy Gobert,MIN,Rebs+Asts,9.5,False
Rudy Gobert,MIN,REB,12.5,False
Rudy Gobert,MIN,REB,6.5,False
Rudy Gobert,MIN,REB,11.5,False
Rudy Gobert,MIN,Pts+Rebs,17.5,True
Rudy Gobert,MIN,FG Made,2.5,True
Rudy Gobert,MIN,Pts+Asts,8.5,False
Rudy Gobert,MIN,AST,2.5,False
Rudy Gobert,MIN,REB,10.5,False
Rudy Gobert,MIN,PTS,9.5,False
Rudy Gobert,MIN,AST,1.5,True
Rudy Gobert,MIN,Pts+Rebs,11.5,False
Rudy Gobert,MIN,Pts+Rebs,15.5,False
Rudy Gobert,MIN,Free Throws Attempted,3.0,True
Rudy Gobert,MIN,Offensive Rebounds,3.0,True
Rudy Gobert,MIN,Pts+Rebs+Asts,14.5,False
Rudy Gobert,MIN,Pts+Rebs,18.5,False
Rudy Gobert,MIN,Rebs+Asts,7.5,False
Rudy Gobert,MIN,PTS,6.5,False
Rudy Gobert,MIN,Turnovers,0.5,True
Rudy Gobert,MIN,Fantasy Score,24.0,True
Rudy Gobert,MIN,Pts+Asts,11.5,True
Rudy Gobert,MIN,PTS,11.5,False
Isaiah Joe,OKC,PTS,8.5,True
Isaiah Joe,OKC,3-PT Made,2.5,False
Isaiah Joe,OKC,Pts+Rebs+Asts,4.5,False
Isaiah Joe,OKC,Turnovers,0.5,True
Isaiah Joe,OKC,REB,2.5,False
Isaiah Joe,OKC,REB,3.5,True
Isaiah Joe,OKC,Pts+Rebs+Asts,9.5,True
Isaiah Joe,OKC,Pts+Rebs+Asts,14.5,False
Isaiah Joe,OKC,PTS,3.5,False
Isaiah Joe,OKC,3-PT Made,1.5,True
Isaiah Joe,OKC,3-PT Made,0.5,False
Isaiah Joe,OKC,Steals,0.5,True
Isaiah Joe,OKC,Pts+Rebs,4.5,False
Isaiah Joe,OKC,Pts+Rebs+Asts,6.0,False
Isaiah Joe,OKC,Rebs+Asts,1.5,True
Isaiah Joe,OKC,Blocked Shots,0.5,True
Isaiah Joe,OKC,PTS,7.5,False
Isaiah Joe,OKC,Pts+Rebs,5.5,True
Isaiah Joe,OKC,Pts+Rebs,9.5,False
Isaiah Joe,OKC,PTS,9.5,False
Isaiah Joe,OKC,Pts+Asts,4.5,True
Chet Holmgren,OKC,Pts+Rebs,21.5,False
Chet Holmgren,OKC,Pts+Asts,19.5,True
Chet Holmgren,OKC,AST,0.5,False
Chet Holmgren,OKC,FG Attempted,11.5,True
Chet Holmgren,OKC,Blocked Shots,1.5,False
Chet Holmgren,OKC,Pts+Rebs,22.5,False
Chet Holmgren,OKC,Pts+Asts,14.5,False
Chet Holmgren,OKC,REB,5.5,False
Chet Holmgren,OKC,Rebs+Asts,14.5,False
Chet Holmgren,OKC,Pts+Rebs+Asts,19.5,False
Chet Holmgren,OKC,AST,2.5,True
Chet Holmgren,OKC,Rebs+Asts,7.5,False
Chet Holmgren,OKC,Steals,2.5,False
Chet Holmgren,OKC,AST,1.5,False
Chet Holmgren,OKC,Blocked Shots,2.5,True
Chet Holmgren,OKC,Pts+Rebs,24.0,True
Chet Holmgren,OKC,AST,3.5,False
Chet Holmgren,OKC,Pts+Rebs,34.5,False
Chet Holmgren,OKC,Blocked Shots,3.5,False
Chet Holmgren,OKC,REB,7.5,False
Chet Holmgren,OKC,Rebs+Asts,11.5,True
Chet Holmgren,OKC,Pts+Rebs+Asts,29.5,True
Chet Holmgren,OKC,3-PT Attempted,4.0,True
Chet Holmgren,OKC,Two Pointers Attempted,7.5,True
Chet Holmgren,OKC,PTS,15.5,True
Chet Holmgren,OKC,Free Throws Made,2.5,True
Chet Holmgren,OKC,PTS,13.5,False
Chet Holmgren,OKC,Steals,0.5,False
Chet Holmgren,OKC,Personal Fouls,2.5,True
Chet Holmgren,OKC,Free Throws Attempted,3.5,True
Chet Holmgren,OKC,Defensive Rebounds,5.5,True
Chet Holmgren,OKC,REB,8.0,True
Chet Holmgren,OKC,Fantasy Score,33.0,True
Chet Holmgren,OKC,Offensive Rebounds,2.5,True
Chet Holmgren,OKC,3-PT Made,3.5,False
Chet Holmgren,OKC,Pts+Asts,17.0,False
Chet Holmgren,OKC,PTS,12.5,False
Chet Holmgren,OKC,FG Made,5.5,True
Chet Holmgren,OKC,Steals,1.5,True
Chet Holmgren,OKC,Turnovers,1.5,True
Chet Holmgren,OKC,3-PT Made,2.5,True
Chet Holmgren,OKC,3-PT Made,0.5,False
Chet Holmgren,OKC,PTS,11.5,False
Chet Holmgren,OKC,PTS,19.5,False
Chet Holmgren,OKC,Pts+Rebs,29.5,False
Chet Holmgren,OKC,REB,6.5,False
Chet Holmgren,OKC,Pts+Rebs+Asts,25.5,False
Chet Holmgren,OKC,Pts+Rebs,19.5,False
Chet Holmgren,OKC,Pts+Asts,24.5,False
Chet Holmgren,OKC,Pts+Rebs+Asts,34.5,False
Chet Holmgren,OKC,PTS,17.5,False
Chet Holmgren,OKC,Rebs+Asts,9.5,False
Chet Holmgren,OKC,REB,10.5,False
Chet Holmgren,OKC,REB,12.5,False
Chet Holmgren,OKC,REB,11.5,False
Mike Conley,MIN,Fantasy Score,15.0,True
Mike Conley,MIN,Pts+Rebs+Asts,9.5,False
Mike Conley,MIN,AST,5.5,False
Mike Conley,MIN,AST,4.5,False
Mike Conley,MIN,Pts+Asts,14.5,False
Mike Conley,MIN,AST,3.0,False
Mike Conley,MIN,Pts+Asts,9.5,False
Mike Conley,MIN,Pts+Asts,8.5,False
Mike Conley,MIN,Pts+Asts,7.5,False
Mike Conley,MIN,Pts+Rebs+Asts,12.0,True
Mike Conley,MIN,Pts+Rebs,7.5,False
Mike Conley,MIN,REB,1.5,False
Mike Conley,MIN,PTS,4.5,False
Mike Conley,MIN,Pts+Rebs+Asts,14.5,False
Mike Conley,MIN,3-PT Made,3.5,False
Mike Conley,MIN,Pts+Rebs,14.5,False
Mike Conley,MIN,REB,3.5,True
Mike Conley,MIN,REB,4.5,False
Mike Conley,MIN,Pts+Asts,12.5,False
Mike Conley,MIN,Pts+Rebs+Asts,11.5,False
Mike Conley,MIN,Pts+Asts,11.5,True
Mike Conley,MIN,REB,2.5,False
Mike Conley,MIN,PTS,11.5,False
Mike Conley,MIN,3-PT Made,2.5,True
Mike Conley,MIN,PTS,6.5,True
Mike Conley,MIN,Rebs+Asts,9.5,False
Mike Conley,MIN,AST,3.5,True
Mike Conley,MIN,Rebs+Asts,4.5,False
Mike Conley,MIN,Pts+Rebs,11.5,True
Mike Conley,MIN,AST,2.5,False
Mike Conley,MIN,Turnovers,1.5,True
Mike Conley,MIN,Rebs+Asts,7.5,True
Mike Conley,MIN,PTS,5.5,False
Mike Conley,MIN,Pts+Rebs,9.0,False
Mike Conley,MIN,Pts+Rebs+Asts,19.5,False
Mike Conley,MIN,Steals,1.5,True
Mike Conley,MIN,Blocked Shots,0.5,True
Mike Conley,MIN,3-PT Made,0.5,False
Mike Conley,MIN,PTS,9.5,False
Nickeil Alexander-Walker,MIN,3-PT Made,3.5,True
Nickeil Alexander-Walker,MIN,Free Throws Attempted,1.5,True
Nickeil Alexander-Walker,MIN,REB,5.5,False
Nickeil Alexander-Walker,MIN,Pts+Rebs+Asts,9.5,False
Nickeil Alexander-Walker,MIN,Pts+Asts,14.5,False
Nickeil Alexander-Walker,MIN,Turnovers,1.5,True
Nickeil Alexander-Walker,MIN,Steals,1.5,True
Nickeil Alexander-Walker,MIN,REB,2.5,False
Nickeil Alexander-Walker,MIN,Blocked Shots,0.5,False
Nickeil Alexander-Walker,MIN,Pts+Rebs,12.5,False
Nickeil Alexander-Walker,MIN,Pts+Asts,7.5,False
Nickeil Alexander-Walker,MIN,PTS,10.0,True
Nickeil Alexander-Walker,MIN,REB,3.5,True
Nickeil Alexander-Walker,MIN,AST,3.5,False
Nickeil Alexander-Walker,MIN,PTS,7.5,False
Nickeil Alexander-Walker,MIN,Pts+Asts,9.5,False
Nickeil Alexander-Walker,MIN,PTS,14.5,False
Nickeil Alexander-Walker,MIN,Pts+Rebs,14.5,True
Nickeil Alexander-Walker,MIN,Pts+Asts,12.5,True
Nickeil Alexander-Walker,MIN,Pts+Rebs,19.5,False
Nickeil Alexander-Walker,MIN,Rebs+Asts,7.5,True
Nickeil Alexander-Walker,MIN,Pts+Rebs+Asts,11.5,False
Nickeil Alexander-Walker,MIN,3-PT Made,2.5,False
Nickeil Alexander-Walker,MIN,PTS,5.5,False
Nickeil Alexander-Walker,MIN,Pts+Rebs+Asts,19.5,False
Nickeil Alexander-Walker,MIN,REB,4.5,False
Nickeil Alexander-Walker,MIN,Pts+Rebs,9.5,False
Nickeil Alexander-Walker,MIN,Steals,0.5,False
Nickeil Alexander-Walker,MIN,Blocked Shots,1.5,True
Nickeil Alexander-Walker,MIN,Pts+Rebs+Asts,15.5,True
Nickeil Alexander-Walker,MIN,AST,5.5,False
Nickeil Alexander-Walker,MIN,Rebs+Asts,4.5,False
Nickeil Alexander-Walker,MIN,AST,4.5,True
Nickeil Alexander-Walker,MIN,PTS,6.5,False
Nickeil Alexander-Walker,MIN,AST,1.5,False
Nickeil Alexander-Walker,MIN,REB,1.5,False
Nickeil Alexander-Walker,MIN,Fantasy Score,18.0,True
Nickeil Alexander-Walker,MIN,Pts+Asts,19.5,False
Nickeil Alexander-Walker,MIN,PTS,11.5,False
Nickeil Alexander-Walker,MIN,Pts+Rebs+Asts,24.5,False
Cason Wallace,OKC,REB,5.5,False
Cason Wallace,OKC,Rebs+Asts,7.5,False
Cason Wallace,OKC,Rebs+Asts,4.5,False
Cason Wallace,OKC,Pts+Rebs,7.5,False
Cason Wallace,OKC,Pts+Asts,7.5,False
Cason Wallace,OKC,AST,4.5,False
Cason Wallace,OKC,Pts+Rebs+Asts,12.5,True
Cason Wallace,OKC,Pts+Asts,11.5,True
Cason Wallace,OKC,Steals,0.5,False
Cason Wallace,OKC,Pts+Rebs,10.0,True
Cason Wallace,OKC,Steals,3.5,False
Cason Wallace,OKC,Pts+Rebs+Asts,9.5,False
Cason Wallace,OKC,Pts+Asts,14.5,False
Cason Wallace,OKC,PTS,7.0,True
Cason Wallace,OKC,3-PT Made,1.5,True
Cason Wallace,OKC,PTS,5.5,False
Cason Wallace,OKC,PTS,9.5,False
Cason Wallace,OKC,AST,2.5,False
Cason Wallace,OKC,FG Made,2.5,True
Cason Wallace,OKC,Pts+Rebs+Asts,11.5,False
Cason Wallace,OKC,AST,3.5,True
Cason Wallace,OKC,Fantasy Score,17.5,True
Cason Wallace,OKC,PTS,11.5,False
Cason Wallace,OKC,3-PT Made,0.5,False
Cason Wallace,OKC,REB,4.5,True
Cason Wallace,OKC,Rebs+Asts,5.5,True
Cason Wallace,OKC,Turnovers,0.5,True
Cason Wallace,OKC,PTS,4.5,False
Cason Wallace,OKC,Steals,1.5,False
Cason Wallace,OKC,Blocked Shots,0.5,True
Cason Wallace,OKC,AST,1.5,False
Cason Wallace,OKC,Pts+Asts,9.0,False
Cason Wallace,OKC,Pts+Rebs+Asts,14.5,False
Cason Wallace,OKC,Steals,2.5,True
Cason Wallace,OKC,Pts+Rebs,8.5,False
Cason Wallace,OKC,REB,2.5,False
Cason Wallace,OKC,Pts+Rebs,14.5,False
Cason Wallace,OKC,REB,3.5,False
Cason Wallace,OKC,Pts+Rebs+Asts,19.5,False
Cason Wallace,OKC,3-PT Made,2.5,False
Shai Gilgeous-Alexander,OKC,AST,10.5,False
Shai Gilgeous-Alexander,OKC,Pts+Rebs,44.5,False
Shai Gilgeous-Alexander,OKC,Free Throws Attempted,10.0,True
Shai Gilgeous-Alexander,OKC,Blocked Shots,1.5,True
Shai Gilgeous-Alexander,OKC,Points In First 5 Minutes,4.0,True
Shai Gilgeous-Alexander,OKC,Steals,1.5,False
Shai Gilgeous-Alexander,OKC,Rebs+Asts,17.5,False
Shai Gilgeous-Alexander,OKC,Pts+Rebs+Asts,54.5,False
Shai Gilgeous-Alexander,OKC,Pts+Rebs,34.5,False
Shai Gilgeous-Alexander,OKC,REB,7.5,False
Shai Gilgeous-Alexander,OKC,Steals,3.5,False
Shai Gilgeous-Alexander,OKC,Steals,2.5,True
Shai Gilgeous-Alexander,OKC,Turnovers,2.5,True
Shai Gilgeous-Alexander,OKC,Rebs+Asts,11.5,False
Shai Gilgeous-Alexander,OKC,Pts+Rebs+Asts,44.5,False
Shai Gilgeous-Alexander,OKC,PTS,29.5,False
Shai Gilgeous-Alexander,OKC,Pts+Rebs+Asts,59.5,False
Shai Gilgeous-Alexander,OKC,PTS,40.5,False
Shai Gilgeous-Alexander,OKC,Fantasy Score,55.0,True
Shai Gilgeous-Alexander,OKC,PTS,33.0,True
Shai Gilgeous-Alexander,OKC,FG Made,11.5,True
Shai Gilgeous-Alexander,OKC,PTS,28.5,False
Shai Gilgeous-Alexander,OKC,Rebs+Asts,15.5,False
Shai Gilgeous-Alexander,OKC,AST,9.5,False
Shai Gilgeous-Alexander,OKC,AST,5.5,False
Shai Gilgeous-Alexander,OKC,AST,8.5,True
Shai Gilgeous-Alexander,OKC,3-PT Made,3.5,True
Shai Gilgeous-Alexander,OKC,3-PT Made,2.5,False
Shai Gilgeous-Alexander,OKC,REB,3.5,False
Shai Gilgeous-Alexander,OKC,Pts+Rebs+Asts,46.0,True
Shai Gilgeous-Alexander,OKC,REB,6.5,True
Shai Gilgeous-Alexander,OKC,Pts+Rebs+Asts,39.5,False
Shai Gilgeous-Alexander,OKC,Pts+Rebs+Asts,49.5,False
Shai Gilgeous-Alexander,OKC,REB,8.5,False
Shai Gilgeous-Alexander,OKC,Rebs+Asts,13.0,False
Shai Gilgeous-Alexander,OKC,Pts+Asts,34.5,False
Shai Gilgeous-Alexander,OKC,Pts+Asts,49.5,False
Shai Gilgeous-Alexander,OKC,Pts+Rebs,38.5,True
Shai Gilgeous-Alexander,OKC,Pts+Asts,40.5,True
Shai Gilgeous-Alexander,OKC,REB,4.5,False
Shai Gilgeous-Alexander,OKC,Rebs+Asts,10.5,False
Shai Gilgeous-Alexander,OKC,AST,6.5,False
Shai Gilgeous-Alexander,OKC,PTS,39.5,False
Shai Gilgeous-Alexander,OKC,PTS,27.5,False
Shai Gilgeous-Alexander,OKC,Pts+Asts,37.5,False
Shai Gilgeous-Alexander,OKC,AST,7.0,False
Shai Gilgeous-Alexander,OKC,Two Pointers Made,9.5,True
Shai Gilgeous-Alexander,OKC,Pts+Rebs,49.5,False
Shai Gilgeous-Alexander,OKC,Rebs+Asts,14.5,True
Shai Gilgeous-Alexander,OKC,Pts+Asts,39.5,False
Shai Gilgeous-Alexander,OKC,Personal Fouls,2.5,True
Shai Gilgeous-Alexander,OKC,Free Throws Made,8.5,True
Shai Gilgeous-Alexander,OKC,Two Pointers Attempted,18.0,True
Shai Gilgeous-Alexander,OKC,FG Attempted,22.5,True
Shai Gilgeous-Alexander,OKC,3-PT Attempted,5.0,True
Shai Gilgeous-Alexander,OKC,Pts+Rebs,36.5,False
Shai Gilgeous-Alexander,OKC,PTS,34.5,False
Shai Gilgeous-Alexander,OKC,REB,5.5,False
Shai Gilgeous-Alexander,OKC,Pts+Rebs,35.5,False
Shai Gilgeous-Alexander,OKC,Pts+Asts,44.5,False
Shai Gilgeous-Alexander,OKC,Pts+Rebs+Asts,42.5,False
Anthony Edwards,MIN,Blocked Shots,1.5,True
Anthony Edwards,MIN,Steals,2.5,False
Anthony Edwards,MIN,Rebs+Asts,13.5,True
Anthony Edwards,MIN,Two Pointers Made,6.5,True
Anthony Edwards,MIN,Pts+Rebs,32.5,False
Anthony Edwards,MIN,REB,9.5,True
Anthony Edwards,MIN,Steals,0.5,False
Anthony Edwards,MIN,AST,8.5,False
Anthony Edwards,MIN,PRA In First 5 Minutes,4.0,True
Anthony Edwards,MIN,Pts+Asts,30.5,False
Anthony Edwards,MIN,PTS,39.5,False
Anthony Edwards,MIN,REB,5.5,False
Anthony Edwards,MIN,Points In First 5 Minutes,3.0,True
Anthony Edwards,MIN,Personal Fouls,2.5,True
